0.9,0,-9131.572444
0.2,0,-8812.626656
0.6,0,-8193.434284
0.4,0,-8441.821126
0.2,0,-8812.626656
0.7,0,-8214.451279
0.3,0,-8617.316587
0.8,0,-8444.655345
0.3,0,-8617.316587
0.6,0,-8193.434284
0.8,0,-8444.655345
0.5,0,-8291.5904
0.1,0,-8983.766416
0.7,0,-8214.451279
0.1,0,-8983.766416
0.9,0,-9131.572444
0.4,0,-8441.821126
0.5,0,-8291.5904
0.2,0.263157895,-8904.718039
0.9,0.263157895,-8877.666003
0.2,0.263157895,-8904.718039
0.4,0.263157895,-8607.302749
0.6,0.263157895,-8406.875227
0.1,0.263157895,-9013.485646
0.7,0.263157895,-8392.918376
0.3,0.263157895,-8759.238263
0.3,0.263157895,-8759.238263
0.8,0.263157895,-8475.173884
0.5,0.263157895,-8482.40615
0.8,0.263157895,-8475.173884
0.6,0.263157895,-8406.875227
0.7,0.263157895,-8392.918376
0.1,0.263157895,-9013.485646
0.9,0.263157895,-8877.666003
0.4,0.263157895,-8607.302749
0.5,0.263157895,-8482.40615
0.2,0.526315789,-8963.403452
0.2,0.526315789,-8963.403452
0.9,0.526315789,-8954.244363
0.4,0.526315789,-8769.520248
0.1,0.526315789,-9031.123433
0.6,0.526315789,-8597.441216
0.7,0.526315789,-8579.983626
0.5,0.526315789,-8671.221768
0.3,0.526315789,-8871.404172
0.3,0.526315789,-8871.404172
0.8,0.526315789,-8666.349945
0.8,0.526315789,-8666.349945
0.6,0.526315789,-8597.441216
0.7,0.526315789,-8579.983626
0.9,0.526315789,-8954.244363
0.1,0.526315789,-9031.123433
0.4,0.526315789,-8769.520248
0.2,0.789473684,-8999.216875
0.5,0.526315789,-8671.221768
0.2,0.789473684,-8999.216875
0.9,0.789473684,-9059.981774
0.4,0.789473684,-8876.426076
0.1,0.789473684,-9041.347019
0.6,0.789473684,-8780.063569
0.5,0.789473684,-8819.184081
0.7,0.789473684,-8774.427823
0.3,0.789473684,-8940.325231
