0.645,0.0,-7861.51803893,
0.655,0.0,-7859.67198915,
0.64,0.0,-7862.99414258,
0.66,0.0,-7859.3207357,
0.65,0.0,-7860.40756083,
0.645,0.0111111111111,-7868.59150025,
0.64,0.0111111111111,-7870.3420055,
0.655,0.0111111111111,-7866.1817541,
0.66,0.0111111111111,-7865.54239052,
0.65,0.0111111111111,-7867.20145587,
0.645,0.0222222222222,-7876.20984541,
0.64,0.0222222222222,-7878.23306824,
0.655,0.0222222222222,-7873.23431629,
0.66,0.0222222222222,-7872.30315954,
0.65,0.0222222222222,-7874.54008699,
0.645,0.0333333333333,-7884.38345826,
0.64,0.0333333333333,-7886.67319583,
0.655,0.0333333333333,-7880.84871186,
0.66,0.0333333333333,-7879.62617367,
0.65,0.0333333333333,-7882.43823523,
0.645,0.0444444444444,-7893.11227587,
0.64,0.0444444444444,-7895.65747589,
0.655,0.0444444444444,-7889.03436307,
0.66,0.0444444444444,-7887.5254377,
0.65,0.0444444444444,-7890.90062525,
0.64,0.0555555555556,-7905.16938647,
0.66,0.0555555555556,-7896.00445778,
0.65,0.0555555555556,-7899.92077893,
0.645,0.0555555555556,-7902.38478777,
0.655,0.0555555555556,-7897.78980853,
0.64,0.0666666666667,-7915.18044135,
0.66,0.0666666666667,-7905.05509557,
0.65,0.0666666666667,-7909.48021987,
0.645,0.0666666666667,-7912.17745029,
0.655,0.0666666666667,-7907.10172066,
0.64,0.0777777777778,-7925.65046632,
0.66,0.0777777777778,-7914.65682345,
0.65,0.0777777777778,-7919.54820596,
0.645,0.0777777777778,-7922.45468457,
0.655,0.0777777777778,-7916.94438963,
0.64,0.0888888888889,-7936.52859386,
0.66,0.0888888888889,-7924.77655869,
0.65,0.0888888888889,-7930.08213404,
0.645,0.0888888888889,-7933.16957653,
0.655,0.0888888888889,-7927.27983773,
0.64,0.1,-7947.75496892,
0.66,0.1,-7935.36920688,
0.65,0.1,-7941.02868436,
0.645,0.1,-7944.26530987,
0.655,0.1,-7938.05866532,
0.7,0.0,-7871.54112316,
0.8,0.0,-8055.02766421,
0.9,0.0,-8666.96755144,
0.7,0.0111111111111,-7875.37807089,
0.8,0.0111111111111,-8053.15404086,
0.9,0.0111111111111,-8655.06687363,
0.69,0.0,-7865.83443778,
0.68,0.0,-7861.95324768,
0.67,0.0,-7859.80964597,
0.7,0.0222222222222,-7879.66912833,
0.8,0.0222222222222,-8051.346684,
0.9,0.0222222222222,-8643.87475577,
0.68,0.0111111111111,-7866.99366611,
0.69,0.0111111111111,-7870.27407393,
0.7,0.0333333333333,-7884.46271499,
0.67,0.0111111111111,-7865.44538189,
0.8,0.0333333333333,-8049.62874885,
0.9,0.0333333333333,-8633.28516181,
0.7,0.0444444444444,-7889.80311872,
0.68,0.0222222222222,-7872.54214408,
0.69,0.0222222222222,-7875.19735905,
0.67,0.0222222222222,-7871.60784776,
0.8,0.0444444444444,-8048.03606154,
0.9,0.0444444444444,-8623.18350624,
0.7,0.0555555555556,-7895.72875197,
0.68,0.0333333333333,-7878.63628504,
0.69,0.0333333333333,-7880.64780821,
0.67,0.0333333333333,-7878.3278196,
0.8,0.0555555555556,-8046.61577235,
0.9,0.0555555555556,-8613.45160735,
0.7,0.0666666666667,-7902.27040547,
0.68,0.0444444444444,-7885.30686204,
0.69,0.0444444444444,-7886.66341176,
0.67,0.0444444444444,-7885.62803513,
0.8,0.0666666666667,-8045.42449888,
0.9,0.0666666666667,-8603.97344336,
0.7,0.0777777777778,-7909.4494962,
0.68,0.0555555555556,-7892.57619533,
0.69,0.0555555555556,-7893.27494634,
0.67,0.0555555555556,-7893.52166931,
0.8,0.0777777777778,-8044.52625039,
0.9,0.0777777777778,-8594.64138524,
0.68,0.0666666666667,-7900.45657607,
0.8,0.0888888888889,-8043.99036802,
0.7,0.0888888888889,-7917.27639092,
0.67,0.0666666666667,-7902.01093143,
0.9,0.0888888888889,-8585.36230558,
0.69,0.0666666666667,-7900.50429139,
0.68,0.0777777777778,-7908.94883969,
0.8,0.1,-8043.88957592,
0.9,0.1,-8576.06280385,
0.7,0.1,-7925.74896293,
0.67,0.0777777777778,-7911.08593123,
0.69,0.0777777777778,-7908.36280114,
0.68,0.0888888888889,-7918.04125741,
0.67,0.0888888888889,-7920.72399991,
0.69,0.0888888888889,-7916.84986364,
0.68,0.1,-7927.70893798,
0.67,0.1,-7930.88963915,
0.69,0.1,-7925.95183239,
