8,1,31,26,0.5,0.5,-2.16615516785,-39.5093892919,0.342670612813,0.000403225806452
4,1,31,25,0.5,0.5,-2.16615516785,-38.8162421114,0.342670612813,0.000403225806452
9,1,31,24,0.5,0.5,-2.16615516785,-38.1230949308,0.342670612813,0.000403225806452
3,1,24,29,0.500002901595,0.500001857021,-2.16609196558,-36.7368191403,0.342672601396,0.00040338846309
5,1,26,31,0.5,0.5,-2.16615516785,-39.5093892919,0.342670612813,0.000403225806452
9,1,31,24,0.5,0.5,-2.16615516785,-38.1230949308,0.342670612813,0.000403225806452
5,1,26,31,0.5,0.5,-2.16615516785,-39.5093892919,0.342670612813,0.000403225806452
1,1,26,28,0.5,0.5,-2.16615516785,-37.4299477502,0.342670612813,0.000403225806452
6,1,32,27,0.500002901595,0.500001857021,-2.16609196558,-40.8956650832,0.342672601396,0.00040338846309
4,1,31,25,0.5,0.5,-2.16615516785,-38.8162421114,0.342670612813,0.000403225806452
10,1,29,24,0.5,0.5,-2.16615516785,-36.7368005697,0.342670612813,0.000403225806452
7,1,29,25,0.5,0.5,-2.16615516785,-37.4299477502,0.342670612813,0.000403225806452
2,1,25,29,0.5,0.5,-2.16615516785,-37.4299477502,0.342670612813,0.000403225806452
10,1,29,24,0.5,0.5,-2.16615516785,-36.7368005697,0.342670612813,0.000403225806452
3,1,24,29,0.500002901595,0.500001857021,-2.16609196558,-36.7368191403,0.342672601396,0.00040338846309
6,1,32,27,0.500002901595,0.500001857021,-2.16609196558,-40.8956650832,0.342672601396,0.00040338846309
8,1,31,26,0.5,0.5,-2.16615516785,-39.5093892919,0.342670612813,0.000403225806452
7,1,29,25,0.5,0.5,-2.16615516785,-37.4299477502,0.342670612813,0.000403225806452
1,1,26,28,0.5,0.5,-2.16615516785,-37.4299477502,0.342670612813,0.000403225806452
2,1,25,29,0.5,0.5,-2.16615516785,-37.4299477502,0.342670612813,0.000403225806452
8,2,10,47,0.305816155989,0.375722339833,-1.9444014741,-71.4429598989,0.561979805014,0.000661290322581
4,2,29,27,0.75504178273,0.663226740947,-1.9444014741,-80.1100801187,0.561979805014,0.000661290322581
9,2,5,50,0.694183844011,0.624277660167,-1.9444014741,-89.4241384515,0.561979805014,0.000661290322581
3,2,39,14,0.362929031189,0.412274579961,-1.94437612371,-78.7343170411,0.561980979069,0.000661386330274
5,2,48,9,0.305816155989,0.375722339833,-1.9444014741,-90.7372632455,0.561979805014,0.000661290322581
9,2,5,50,0.694183844011,0.624277660167,-1.9444014741,-89.4241384515,0.561979805014,0.000661290322581
5,2,48,9,0.305816155989,0.375722339833,-1.9444014741,-90.7372632455,0.561979805014,0.000661290322581
1,2,7,47,0.24495821727,0.336773259053,-1.9444014741,-64.3483682079,0.561979805014,0.000661290322581
